year,sending_country_iso,receiving_country_iso,participants
2016,RU,LT,24
2016,RU,LU,1
2016,RU,LV,12
2016,RU,MT,1
2016,RU,NL,34
2016,RU,NO,25
2016,RU,PL,120
2016,RU,PT,34
2016,RU,RO,25
2016,RU,SE,20
2016,RU,SI,17
2016,RU,SK,18
2016,RU,UK,13
2016,SE,AM,1
2016,SE,AR,1
2016,SE,AT,157
2016,SE,BE,131
2016,SE,BG,3
2016,SE,BY,1
2016,SE,CL,2
2016,SE,CY,1
2016,SE,CZ,104
2016,SE,DE,445
2016,SE,DK,97
2016,SE,EE,10
2016,SE,EL,33
2016,SE,ES,364
2016,SE,FI,37
2016,SE,FR,566
2016,SE,HR,10
2016,SE,HU,28
2016,SE,ID,2
2016,SE,IE,117
2016,SE,IL,1
2016,SE,IN,1
2016,SE,IS,30
2016,SE,IT,267
2016,SE,LI,2
2016,SE,LT,6
2016,SE,LU,3
2016,SE,LV,8
2016,SE,MK,2
2016,SE,MT,6
2016,SE,NL,391
2016,SE,NO,66
2016,SE,NZ,1
2016,SE,PL,38
2016,SE,PS,1
2016,SE,PT,111
2016,SE,RO,3
2016,SE,RU,10
2016,SE,SI,9
2016,SE,SK,1
2016,SE,TH,2
2016,SE,TR,57
2016,SE,UK,637
2016,SE,US,1
2016,SE,VN,1
2016,SE,ZA,1
2016,SG,ES,3
2016,SG,IT,1
2016,SG,NL,5
2016,SG,PL,3
2016,SG,UK,2
2016,SI,AT,163
2016,SI,BA,1
2016,SI,BE,56
2016,SI,BG,4
2016,SI,CY,4
2016,SI,CZ,127
2016,SI,DE,307
2016,SI,DK,43
2016,SI,EE,10
2016,SI,EL,10
2016,SI,ES,196
2016,SI,FI,48
2016,SI,FR,101
2016,SI,HR,60
2016,SI,HU,12
2016,SI,IE,21
2016,SI,IS,6
2016,SI,IT,69
2016,SI,LI,1
2016,SI,LT,13
2016,SI,LV,5
2016,SI,MK,3
2016,SI,MT,10
2016,SI,NL,112
2016,SI,NO,35
2016,SI,PL,69
2016,SI,PS,3
2016,SI,PT,139
2016,SI,RO,4
2016,SI,RS,2
2016,SI,RU,1
2016,SI,SE,36
2016,SI,SK,20
2016,SI,TR,18
2016,SI,UK,95
2016,SK,AM,1
2016,SK,AT,127
2016,SK,AZ,1
2016,SK,BA,1
2016,SK,BE,73
2016,SK,BG,21
2016,SK,BR,1
2016,SK,CY,11
2016,SK,CZ,731
2016,SK,DE,282
2016,SK,DK,16
2016,SK,EE,37
2016,SK,EL,93
2016,SK,ES,292
2016,SK,FI,96
2016,SK,FR,140
2016,SK,HR,51
2016,SK,HU,88
2016,SK,ID,2
2016,SK,IE,20
2016,SK,IL,1
2016,SK,IS,22
2016,SK,IT,148
2016,SK,LI,1
2016,SK,LT,85
2016,SK,LU,1
2016,SK,LV,37
2016,SK,MK,2
2016,SK,MT,9
2016,SK,MY,1
2016,SK,NL,48
2016,SK,NO,40
2016,SK,PL,234
2016,SK,PT,167
2016,SK,RO,15
2016,SK,RS,6
2016,SK,RU,9
2016,SK,SE,10
2016,SK,SI,82
2016,SK,TR,32
2016,SK,UK,55
2016,SK,US,1
2016,SV,PL,4
2016,SV,SE,4
2016,SY,ES,3
2016,SY,PL,5
2016,TH,AT,5
2016,TH,BE,1
2016,TH,DE,37
2016,TH,EE,1
2016,TH,ES,3
2016,TH,FI,1
2016,TH,FR,1
2016,TH,HU,4
2016,TH,IT,2
2016,TH,LT,2
2016,TH,LU,2
2016,TH,PL,5
2016,TH,PT,7
2016,TH,RO,2
2016,TH,SE,3
2016,TH,UK,1
2016,TJ,ES,6
2016,TJ,IT,5
2016,TJ,PL,3
2016,TJ,RO,1
2016,TJ,SK,2
2016,TJ,TR,2
2016,TN,BE,9
2016,TN,BG,2
2016,TN,DE,51
2016,TN,EL,5
2016,TN,ES,14
2016,TN,FR,86
2016,TN,HU,6
2016,TN,IT,43
2016,TN,LU,1
2016,TN,LV,4
2016,TN,NL,1
2016,TN,NO,5
2016,TN,PL,28
2016,TN,PT,6
2016,TN,RO,4
2016,TN,SE,5
2016,TN,TR,9
2016,TR,AM,4
2016,TR,AT,190
2016,TR,AZ,3
2016,TR,BA,19
2016,TR,BE,283
2016,TR,BG,55
2016,TR,CA,2
2016,TR,CZ,734
2016,TR,DE,2126
2016,TR,DK,79
2016,TR,EE,75
2016,TR,EL,188
2016,TR,ES,837
2016,TR,FI,112
2016,TR,FR,557
2016,TR,GE,8
2016,TR,HR,68
2016,TR,HU,539
2016,TR,IE,23
2016,TR,IT,1038
2016,TR,JO,4
2016,TR,JP,1
2016,TR,KR,6
2016,TR,LB,1
2016,TR,LT,461
2016,TR,LU,2
2016,TR,LV,207
2016,TR,MA,4
2016,TR,MD,4
2016,TR,MK,27
2016,TR,MT,13
2016,TR,NL,460
2016,TR,NO,24
2016,TR,PL,3599
2016,TR,PT,618
2016,TR,RO,527
2016,TR,SE,164
2016,TR,SG,2
2016,TR,SI,223
2016,TR,SK,194
2016,TR,UA,10
2016,TR,UK,269
2016,TR,US,1
2016,TR,XK,2
2016,TW,BE,1
2016,TW,ES,2
2016,TW,HU,2
2016,TW,IT,4
2016,TW,LT,1
2016,TW,PL,5
2016,TW,PT,1
2016,TW,UK,1
2016,TZ,BE,2
2016,TZ,DE,2
2016,UA,AT,18
2016,UA,BE,19
2016,UA,BG,19
2016,UA,CY,1
2016,UA,CZ,67
2016,UA,DE,200
2016,UA,DK,7
2016,UA,EE,13
2016,UA,EL,14
2016,UA,ES,88
2016,UA,FI,6
2016,UA,FR,139
2016,UA,HR,18
2016,UA,HU,34
2016,UA,IE,1
2016,UA,IT,126
2016,UA,LT,19
2016,UA,LU,6
2016,UA,LV,14
2016,UA,MK,1
2016,UA,NL,27
2016,UA,NO,17
2016,UA,PL,159
2016,UA,PT,9
2016,UA,RO,19
2016,UA,SE,15
2016,UA,SI,9
2016,UA,SK,30
2016,UA,TR,36
2016,UA,UK,11
2016,UG,DE,2
2016,UK,AM,1
2016,UK,AR,4
2016,UK,AT,336
2016,UK,AU,10
2016,UK,BA,6
2016,UK,BE,329
2016,UK,BG,22
2016,UK,BR,11
2016,UK,CA,9
2016,UK,CL,3
2016,UK,CN,20
2016,UK,CY,57
2016,UK,CZ,276
2016,UK,DE,2146
2016,UK,DK,410
2016,UK,EE,18
2016,UK,EL,68
2016,UK,ES,3639
2016,UK,FI,193
2016,UK,FR,3663
2016,UK,GE,1
2016,UK,HR,20
2016,UK,HU,90
2016,UK,IE,315
2016,UK,IL,2
2016,UK,IN,4
2016,UK,IS,33
2016,UK,IT,993
2016,UK,LI,2
2016,UK,LT,19
2016,UK,LU,20
2016,UK,LV,18
2016,UK,MA,2
2016,UK,MD,1
2016,UK,MO,1
2016,UK,MT,126
2016,UK,MX,2
2016,UK,MY,9
2016,UK,NL,1061
2016,UK,NO,228
2016,UK,NZ,2
2016,UK,PE,1
2016,UK,PL,99
2016,UK,PT,209
2016,UK,RO,19
2016,UK,RS,2
2016,UK,RU,4
2016,UK,SE,462
2016,UK,SI,18
2016,UK,SK,15
2016,UK,TR,48
2016,UK,TW,2
2016,UK,UA,1
2016,UK,US,28
2016,UK,UY,1
2016,UK,ZA,2
2016,US,AT,3
2016,US,BE,3
2016,US,BG,3
2016,US,CZ,2
2016,US,DE,12
2016,US,DK,2
2016,US,EE,2
2016,US,EL,2
2016,US,ES,14
2016,US,FI,4
2016,US,FR,4
2016,US,HU,2
2016,US,IT,10
2016,US,NL,9
2016,US,PL,12
2016,US,RO,3
2016,US,SE,1
2016,US,TR,3
2016,US,UK,12
2016,UY,FR,4
2016,UY,PL,5
2016,UY,PT,2
2016,UZ,DE,8
2016,UZ,EE,1
2016,UZ,EL,1
2016,UZ,ES,8
2016,UZ,FR,6
2016,UZ,IT,33
2016,UZ,LV,1
2016,UZ,PL,4
2016,UZ,PT,3
2016,UZ,RO,7
2016,UZ,SE,4
2016,VE,FR,2
2016,VN,BE,17
2016,VN,BG,8
2016,VN,CZ,8
2016,VN,DE,19
2016,VN,ES,7
2016,VN,FI,2
2016,VN,FR,39
2016,VN,IT,19
2016,VN,LI,2
2016,VN,NL,2
2016,VN,PL,32
2016,VN,PT,6
2016,VN,RO,5
2016,VN,SE,1
2016,VN,UK,2
2016,XK,AT,3
2016,XK,BE,1
2016,XK,CZ,1
2016,XK,DE,33
2016,XK,DK,6
2016,XK,EE,2
2016,XK,FI,3
2016,XK,HR,2
2016,XK,IT,10
2016,XK,LT,3
2016,XK,LV,11
2016,XK,NO,17
2016,XK,PL,34
2016,XK,PT,4
2016,XK,SI,1
2016,XK,TR,37
2016,ZA,BE,1
2016,ZA,DE,7
2016,ZA,ES,4
2016,ZA,FI,3
2016,ZA,FR,5
2016,ZA,HU,2
2016,ZA,IE,3
2016,ZA,IT,8
2016,ZA,NO,1
2016,ZA,PL,3
2016,ZA,PT,2
2016,ZA,RO,1
2016,ZA,SE,1
2016,ZA,UK,3
2017,AF,ES,9
2017,AF,PL,11
2017,AF,TR,3
2017,AL,AT,11
2017,AL,BG,10
2017,AL,CZ,20
2017,AL,DE,37
2017,AL,EL,4
2017,AL,ES,61
2017,AL,FI,1
2017,AL,FR,8
2017,AL,HR,1
2017,AL,HU,13
2017,AL,IT,86
2017,AL,LT,3
2017,AL,LU,4
2017,AL,LV,14
2017,AL,NL,2
2017,AL,NO,8
2017,AL,PL,29
2017,AL,PT,21
2017,AL,RO,18
2017,AL,SE,3
2017,AL,SI,7
2017,AL,SK,2
2017,AL,TR,12
2017,AL,UK,6
2017,AM,AT,10
2017,AM,BE,9
2017,AM,BG,24
2017,AM,CY,2
2017,AM,CZ,9
2017,AM,DE,23
2017,AM,EE,2
2017,AM,EL,11
2017,AM,ES,40
2017,AM,FR,38
2017,AM,HR,4
2017,AM,HU,10
2017,AM,IT,27
2017,AM,LT,10
2017,AM,LV,5
2017,AM,PL,22
2017,AM,PT,16
2017,AM,RO,15
2017,AM,SE,7
2017,AM,TR,1
2017,AM,UK,3
2017,AO,ES,1
2017,AR,AT,2
2017,AR,BE,1
2017,AR,BG,3
2017,AR,CZ,2
2017,AR,DE,2
2017,AR,EL,6
2017,AR,ES,6
2017,AR,FI,1
2017,AR,FR,6
2017,AR,HU,7
2017,AR,IS,1
2017,AR,IT,19
2017,AR,PL,2
2017,AR,RO,1
2017,AR,SI,1
2017,AR,UK,5
2017,AT,AM,3
2017,AT,AR,1
2017,AT,BA,2
2017,AT,BE,189
2017,AT,BG,20
2017,AT,CA,2
2017,AT,CL,1
2017,AT,CN,3
2017,AT,CY,13
2017,AT,CZ,143
2017,AT,DE,1214
2017,AT,DK,217
2017,AT,EE,50
2017,AT,EL,55
2017,AT,ES,837
2017,AT,FI,330
2017,AT,FR,493
2017,AT,GE,2
2017,AT,HR,43
2017,AT,HU,81
2017,AT,ID,3
2017,AT,IE,183
2017,AT,IL,12
2017,AT,IS,33
2017,AT,IT,470
2017,AT,JO,1
2017,AT,KR,2
2017,AT,LI,14
2017,AT,LT,46
2017,AT,LU,18
2017,AT,LV,32
2017,AT,MA,1
2017,AT,MT,19
2017,AT,MY,2
2017,AT,NL,449
2017,AT,NO,233
2017,AT,NZ,2
2017,AT,PH,1
2017,AT,PL,94
2017,AT,PT,213
2017,AT,RO,24
2017,AT,RS,6
2017,AT,RU,20
2017,AT,SE,396
2017,AT,SI,56
2017,AT,SK,37
2017,AT,TH,5
2017,AT,TR,39
2017,AT,TT,2
2017,AT,UA,3
2017,AT,UK,591
2017,AT,US,3
2017,AU,AT,1
2017,AU,BE,3
2017,AU,DE,13
2017,AU,ES,10
2017,AU,HR,1
2017,AU,IT,6
2017,AU,NL,7
2017,AU,NO,2
2017,AU,SE,4
2017,AU,TR,1
2017,AU,UK,5
2017,AZ,CZ,2
2017,AZ,DE,5
2017,AZ,DK,3
2017,AZ,EL,7
2017,AZ,ES,9
2017,AZ,FR,10
2017,AZ,HU,11
2017,AZ,IT,24
2017,AZ,LT,7
2017,AZ,LV,3
2017,AZ,NO,1
2017,AZ,PL,8
2017,AZ,PT,1
2017,AZ,RO,13
2017,AZ,SI,10
2017,AZ,SK,2
2017,AZ,TR,73
2017,AZ,UK,15
2017,BA,AT,17
2017,BA,BE,7
2017,BA,CZ,21
2017,BA,DE,65
2017,BA,DK,1
2017,BA,EE,6
2017,BA,EL,2
2017,BA,ES,58
2017,BA,FI,8
2017,BA,FR,7
2017,BA,HR,10
2017,BA,HU,10
2017,BA,IT,45
2017,BA,LT,15
2017,BA,LV,9
2017,BA,NL,7
2017,BA,NO,4
2017,BA,PL,31
2017,BA,PT,18
2017,BA,RO,19
2017,BA,SE,11
2017,BA,SI,31
2017,BA,SK,1
2017,BA,TR,55
2017,BA,UK,2
2017,BB,FI,1
2017,BD,TR,8
2017,BD,UK,16
2017,BE,AM,1
2017,BE,AT,225
2017,BE,AU,1
2017,BE,BG,31
2017,BE,BR,2
2017,BE,CA,9
2017,BE,CY,44
2017,BE,CZ,183
2017,BE,DE,634
2017,BE,DK,237
2017,BE,EE,36
2017,BE,EL,53
2017,BE,ES,1495
2017,BE,FI,396
2017,BE,FR,1178
2017,BE,GE,2
2017,BE,HK,1
2017,BE,HR,48
2017,BE,HU,132
2017,BE,ID,1
2017,BE,IE,189
2017,BE,IL,3
2017,BE,IS,14
2017,BE,IT,629
2017,BE,JP,4
2017,BE,KR,1
2017,BE,LI,2
2017,BE,LT,59
2017,BE,LU,136
2017,BE,LV,24
2017,BE,MA,1
2017,BE,MD,5
2017,BE,MK,1
2017,BE,MT,48
2017,BE,MX,1
2017,BE,NL,599
2017,BE,NO,263
2017,BE,PL,123
2017,BE,PS,2
2017,BE,PT,370
2017,BE,RO,37
2017,BE,RS,1
2017,BE,RU,18
2017,BE,SE,339
2017,BE,SI,59
2017,BE,SK,16
2017,BE,TR,31
2017,BE,UA,4
2017,BE,UK,670
2017,BE,US,7
2017,BE,VN,3
2017,BE,XK,1
2017,BF,BE,1
2017,BF,NL,2
2017,BG,AL,1
2017,BG,AT,55
2017,BG,BE,52
2017,BG,CA,2
2017,BG,CN,3
2017,BG,CY,58
2017,BG,CZ,136
2017,BG,DE,253
2017,BG,DK,6
2017,BG,EE,8
2017,BG,EL,232
2017,BG,ES,197
2017,BG,FI,9
2017,BG,FR,81
2017,BG,GE,1
2017,BG,HR,32
2017,BG,HU,21
2017,BG,IE,4
2017,BG,IL,3
2017,BG,IT,177
2017,BG,JP,1
2017,BG,KR,2
2017,BG,LT,19
2017,BG,LV,17
2017,BG,MK,15
2017,BG,MT,130
2017,BG,NL,44
2017,BG,NO,9
2017,BG,NP,1
2017,BG,PL,128
2017,BG,PT,113
2017,BG,RO,48
2017,BG,RS,14
2017,BG,RU,11
2017,BG,SE,7
2017,BG,SI,15
2017,BG,SK,12
2017,BG,TN,2
2017,BG,TR,65
2017,BG,UA,2
2017,BG,UK,96
2017,BG,US,2
2017,BG,VN,2
2017,BG,XK,2
2017,BJ,DE,3
2017,BJ,ES,2
2017,BO,CZ,3
2017,BO,ES,5
2017,BO,PL,1
2017,BR,BE,1
2017,BR,BG,2
2017,BR,DE,7
2017,BR,EE,2
2017,BR,EL,1
2017,BR,ES,4
2017,BR,FI,1
2017,BR,FR,15
2017,BR,HU,9
2017,BR,IT,8
2017,BR,LT,5
2017,BR,LV,1
2017,BR,NL,4
2017,BR,NO,2
2017,BR,PL,6
2017,BR,PT,4
2017,BR,RO,3
2017,BR,SK,1
2017,BR,TR,3
2017,BR,UK,8
2017,BT,CZ,1
2017,BT,DE,2
2017,BT,ES,3
2017,BT,LV,2
2017,BT,PL,4
2017,BY,AT,4
2017,BY,BE,1
2017,BY,BG,4
2017,BY,CZ,7
2017,BY,DE,24
2017,BY,EE,5
2017,BY,EL,5
2017,BY,ES,52
2017,BY,FI,2
2017,BY,IE,3
2017,BY,IT,2
2017,BY,LT,10
2017,BY,LU,1
2017,BY,LV,17
2017,BY,PL,30
2017,BY,PT,3
2017,BY,RO,2
2017,BY,SE,4
2017,BY,SI,14
2017,BY,SK,4
2017,BY,TR,5
2017,BY,UK,13
2017,BZ,ES,1
2017,CA,AT,3
2017,CA,BE,2
2017,CA,BG,2
2017,CA,DE,12
2017,CA,DK,2
2017,CA,EL,2
2017,CA,ES,17
2017,CA,FI,3
2017,CA,FR,28
2017,CA,HU,2
2017,CA,IE,1
2017,CA,IT,5
2017,CA,NL,3
2017,CA,NO,2
2017,CA,PL,6
2017,CA,PT,3
2017,CA,RO,1
2017,CA,TR,1
2017,CA,UK,5
2017,CF,RO,1
2017,CI,FR,8
2017,CL,AT,1
2017,CL,BE,3
2017,CL,DE,9
2017,CL,EE,1
2017,CL,EL,2
2017,CL,ES,8
2017,CL,FI,2
2017,CL,FR,4
2017,CL,IE,1
2017,CL,IT,2
2017,CL,LT,2
2017,CL,LV,2
2017,CL,NL,3
2017,CL,PL,1
2017,CL,RO,3
2017,CL,SE,1
2017,CL,UK,5
2017,CM,DE,3
2017,CM,FR,4
2017,CM,IT,2
2017,CM,PL,2
2017,CN,AT,16
2017,CN,BE,9
2017,CN,BG,17
2017,CN,CZ,25
2017,CN,DE,52
2017,CN,DK,4
2017,CN,EE,3
2017,CN,EL,18
2017,CN,ES,107
2017,CN,FI,3
2017,CN,FR,51
2017,CN,HR,12
2017,CN,HU,18
2017,CN,IE,1
2017,CN,IS,1
2017,CN,IT,68
2017,CN,LT,12
2017,CN,LV,4
2017,CN,NL,8
2017,CN,NO,8
2017,CN,PL,15
2017,CN,PT,1
2017,CN,RO,8
2017,CN,SI,37
2017,CN,SK,13
2017,CN,TR,23
2017,CN,UK,36
2017,CO,BE,3
2017,CO,BG,4
2017,CO,DE,7
2017,CO,FR,8
2017,CO,LT,1
2017,CO,NL,3
2017,CO,PL,3
2017,CO,PT,2
2017,CO,RO,1
2017,CO,TR,5
2017,CR,AT,3
2017,CR,DE,3
2017,CR,ES,5
2017,CU,AT,2
2017,CU,BE,4
2017,CU,DE,1
2017,CU,ES,2
2017,CU,NL,1
2017,CU,SK,1
2017,CY,AT,4
2017,CY,BE,24
2017,CY,BG,3
2017,CY,CZ,14
2017,CY,DE,14
2017,CY,DK,1
2017,CY,EE,2
2017,CY,EL,289
2017,CY,ES,80
2017,CY,FI,5
2017,CY,FR,15
2017,CY,HR,2
2017,CY,HU,6
2017,CY,IE,12
2017,CY,IT,19
2017,CY,LT,3
2017,CY,MT,5
2017,CY,NL,24
2017,CY,PL,20
2017,CY,PT,15
2017,CY,SE,5
2017,CY,SI,2
2017,CY,SK,3
2017,CY,TR,1
2017,CY,UK,48
2017,CZ,AM,6
2017,CZ,AR,1
2017,CZ,AT,379
2017,CZ,AU,1
2017,CZ,BA,12
2017,CZ,BE,226
2017,CZ,BG,28
2017,CZ,BO,2
2017,CZ,BR,1
2017,CZ,CA,2
2017,CZ,CY,28
2017,CZ,DE,869
2017,CZ,DK,121
2017,CZ,EE,122
2017,CZ,EG,1
2017,CZ,EL,119
2017,CZ,ES,673
2017,CZ,FI,371
2017,CZ,FR,495
2017,CZ,GE,1
2017,CZ,GH,1
2017,CZ,HR,57
2017,CZ,HU,78
2017,CZ,ID,3
2017,CZ,IE,107
2017,CZ,IL,16
2017,CZ,IS,33
2017,CZ,IT,319
2017,CZ,JP,2
2017,CZ,KR,7
2017,CZ,LI,7
2017,CZ,LT,113
2017,CZ,LU,9
2017,CZ,LV,52
2017,CZ,MA,5
2017,CZ,MD,4
2017,CZ,MK,3
2017,CZ,MT,33
2017,CZ,NI,1
2017,CZ,NL,252
2017,CZ,NO,224
2017,CZ,PL,255
2017,CZ,PT,527
2017,CZ,RO,14
2017,CZ,RS,11
2017,CZ,RU,13
2017,CZ,SE,191
2017,CZ,SI,211
2017,CZ,SK,115
2017,CZ,TR,52
2017,CZ,TW,1
2017,CZ,UA,3
2017,CZ,UK,512
2017,CZ,US,6
2017,CZ,UZ,1
2017,CZ,ZA,2
2017,CZ,ZM,1
2017,DE,AL,5
2017,DE,AM,3
2017,DE,AR,3
2017,DE,AT,1320
2017,DE,AU,4
2017,DE,AZ,2
2017,DE,BA,8
2017,DE,BE,812
2017,DE,BG,99
2017,DE,BR,1
2017,DE,BY,5
2017,DE,CA,9
2017,DE,CY,73
2017,DE,CZ,766
2017,DE,DK,971
2017,DE,EE,321
2017,DE,EG,10
2017,DE,EL,395
2017,DE,ES,6650
2017,DE,FI,1967
2017,DE,FR,5298
2017,DE,GE,24
2017,DE,HK,2
2017,DE,HR,199
2017,DE,HU,856
2017,DE,ID,1
2017,DE,IE,1405
2017,DE,IL,82
2017,DE,IS,205
2017,DE,IT,2511
2017,DE,JO,20
2017,DE,JP,10
2017,DE,KG,1
2017,DE,KR,9
2017,DE,LB,5
2017,DE,LI,18
2017,DE,LT,248
2017,DE,LU,132
2017,DE,LV,355
2017,DE,MA,3
2017,DE,MK,2
2017,DE,MT,120
2017,DE,NL,1848
2017,DE,NO,1689
2017,DE,PL,1111
2017,DE,PS,4
2017,DE,PT,1178
2017,DE,RO,200
2017,DE,RS,22
2017,DE,RU,75
2017,DE,SE,2582
2017,DE,SI,237
2017,DE,SK,103
2017,DE,TN,6
2017,DE,TR,947
2017,DE,TW,1
2017,DE,TZ,2
2017,DE,UA,18
2017,DE,UK,4656
2017,DE,US,15
2017,DE,UZ,1
2017,DE,XK,3
2017,DE,ZA,2
2017,DK,AM,1
2017,DK,AT,144
2017,DK,BE,167
2017,DK,BG,36
2017,DK,CL,4
2017,DK,CY,15
2017,DK,CZ,108
2017,DK,DE,522
2017,DK,EE,12
2017,DK,EL,31
2017,DK,ES,500
2017,DK,FI,37
2017,DK,FR,341
2017,DK,HR,13
2017,DK,HU,75
2017,DK,IE,89
2017,DK,IL,4
2017,DK,IS,34
2017,DK,IT,178
2017,DK,JP,1
2017,DK,LB,3
2017,DK,LI,1
2017,DK,LT,27
2017,DK,LU,4
2017,DK,LV,29
2017,DK,MD,1
2017,DK,MT,29
2017,DK,MX,2
2017,DK,NL,361
2017,DK,NO,221
2017,DK,PL,51
2017,DK,PT,117
2017,DK,RO,25
2017,DK,RS,2
2017,DK,RU,7
2017,DK,SE,96
2017,DK,SI,10
2017,DK,SK,46
2017,DK,TR,40
2017,DK,TW,1
2017,DK,UK,611
2017,DK,US,1
2017,DK,VN,2
2017,DO,BG,2
2017,DO,CZ,3
2017,DO,LT,4
2017,DO,SI,2
2017,DZ,BE,5
2017,DZ,CZ,2
2017,DZ,DE,1
2017,DZ,EL,4
2017,DZ,ES,42
2017,DZ,FI,13
2017,DZ,FR,30
2017,DZ,IT,31
2017,DZ,LV,3
2017,DZ,PL,25
2017,DZ,PT,10
2017,DZ,RO,8
2017,DZ,SE,5
2017,DZ,TR,13
2017,DZ,UK,2
2017,EC,BE,1
2017,EC,DE,1
2017,EC,ES,5
2017,EC,FR,1
2017,EC,HU,2
2017,EC,PL,2
2017,EE,AM,2
2017,EE,AT,33
2017,EE,AZ,1
2017,EE,BA,3
2017,EE,BE,32
2017,EE,BG,9
2017,EE,CL,1
2017,EE,CY,11
2017,EE,CZ,78
2017,EE,DE,96
2017,EE,DK,21
2017,EE,EL,11
2017,EE,ES,90
2017,EE,FI,75
2017,EE,FR,53
2017,EE,GE,2
2017,EE,HR,16
2017,EE,HU,23
2017,EE,IE,7
2017,EE,IL,9
2017,EE,IN,2
2017,EE,IS,6
2017,EE,IT,61
2017,EE,JP,1
2017,EE,LT,12
2017,EE,LV,19
2017,EE,MK,2
2017,EE,MT,1
2017,EE,MX,1
2017,EE,NL,70
2017,EE,NO,23
2017,EE,PL,31
2017,EE,PS,3
2017,EE,PT,68
2017,EE,RO,9
2017,EE,RU,1
2017,EE,SE,43
2017,EE,SG,1
2017,EE,SI,11
2017,EE,SK,8
2017,EE,TH,3
2017,EE,TR,14
2017,EE,TW,1
2017,EE,UK,22
2017,EG,BG,4
2017,EG,CZ,4
2017,EG,DE,52
2017,EG,DK,2
2017,EG,EL,2
2017,EG,ES,31
2017,EG,FR,1
2017,EG,HR,1
2017,EG,HU,6
2017,EG,IT,36
2017,EG,LT,7
2017,EG,LU,2
2017,EG,LV,4
2017,EG,NL,1
2017,EG,PL,15
2017,EG,PT,6
2017,EG,RO,14
2017,EG,SI,7
2017,EG,UK,18
2017,EL,AL,1
2017,EL,AR,4
2017,EL,AT,84
2017,EL,AU,1
2017,EL,BA,1
2017,EL,BE,160
2017,EL,BG,35
2017,EL,BN,1
2017,EL,CL,2
2017,EL,CN,12
2017,EL,CO,1
2017,EL,CY,189
2017,EL,CZ,292
2017,EL,DE,617
2017,EL,DK,59
2017,EL,DZ,1
2017,EL,EC,1
2017,EL,EE,33
2017,EL,ES,690
2017,EL,FI,100
2017,EL,FR,467
2017,EL,HR,35
2017,EL,HU,90
2017,EL,IE,32
2017,EL,IL,1
2017,EL,IS,3
2017,EL,IT,433
2017,EL,JO,3
2017,EL,KR,1
2017,EL,KZ,1
2017,EL,LT,45
2017,EL,LU,9
2017,EL,LV,23
2017,EL,MA,2
2017,EL,ME,1
2017,EL,MK,1
2017,EL,MT,18
2017,EL,MU,1
2017,EL,MX,3
2017,EL,NL,214
2017,EL,NO,43
2017,EL,NP,1
2017,EL,PL,239
2017,EL,PT,263
2017,EL,RO,91
2017,EL,RS,10
2017,EL,RU,11
2017,EL,SE,103
2017,EL,SI,32
2017,EL,SK,39
2017,EL,TN,1
2017,EL,TR,53
2017,EL,UA,3
2017,EL,UK,302
2017,EL,US,5
2017,ES,AL,40
2017,ES,AM,2
2017,ES,AT,609
2017,ES,AU,6
2017,ES,BA,10
2017,ES,BE,1644
2017,ES,BG,191
2017,ES,BY,1
2017,ES,CA,15
2017,ES,CL,2
2017,ES,CN,14
2017,ES,CR,1
2017,ES,CV,1
2017,ES,CY,32
2017,ES,CZ,1346
2017,ES,DE,3467
2017,ES,DK,588
2017,ES,EE,145
2017,ES,EG,2
2017,ES,EL,343
2017,ES,FI,1003
2017,ES,FR,3510
2017,ES,GE,4
2017,ES,HK,5
2017,ES,HR,204
2017,ES,HU,515
2017,ES,IE,1078
2017,ES,IL,6
2017,ES,IN,1
2017,ES,IS,50
2017,ES,IT,8789
2017,ES,JO,9
2017,ES,JP,11
2017,ES,KR,14
2017,ES,LB,2
2017,ES,LT,349
2017,ES,LU,23
2017,ES,LV,164
2017,ES,MA,14
2017,ES,MD,5
2017,ES,MK,2
2017,ES,MT,208
2017,ES,MY,1
2017,ES,NL,1637
2017,ES,NO,615
2017,ES,PL,3562
2017,ES,PT,2877
2017,ES,RO,461
2017,ES,RS,64
2017,ES,RU,57
2017,ES,SE,882
2017,ES,SG,1
2017,ES,SI,385
2017,ES,SK,334
2017,ES,TH,1
2017,ES,TN,4
2017,ES,TR,66
2017,ES,TW,4
2017,ES,UA,3
2017,ES,UK,3915
2017,ES,US,23
2017,ES,UY,1
2017,ES,ZA,2
2017,ET,AT,1
2017,ET,DE,4
2017,ET,HU,1
2017,ET,IE,2
2017,ET,NO,3
2017,ET,PL,2
2017,FI,AL,1
2017,FI,AR,1
2017,FI,AT,301
2017,FI,BB,1
2017,FI,BE,216
2017,FI,BG,5
2017,FI,BY,1
2017,FI,CN,2
2017,FI,CY,21
2017,FI,CZ,259
2017,FI,DE,1034
2017,FI,DK,143
2017,FI,EE,47
2017,FI,EL,59
2017,FI,ES,663
2017,FI,FR,419
2017,FI,HR,44
2017,FI,HU,96
2017,FI,IE,133
2017,FI,IL,1
2017,FI,IN,2
2017,FI,IS,28
2017,FI,IT,203
2017,FI,JO,1
2017,FI,JP,7
2017,FI,KH,1
2017,FI,KR,2
2017,FI,LI,4
2017,FI,LT,19
2017,FI,LU,4
2017,FI,LV,9
2017,FI,MD,2
2017,FI,MT,37
2017,FI,MX,1
2017,FI,NA,1
2017,FI,NL,634
2017,FI,NO,81
